Date,Corn_IVol,Corn_TotalVol,Soybean_IVol,Soybean_TotalVol,Wheat_IVol,Wheat_TotalVol,Cotton_IVol,Cotton_TotalVol,Coffee_IVol,Coffee_TotalVol,Oats_IVol,Oats_TotalVol,Sugar_IVol,Sugar_TotalVol,Soybean_Oil_IVol,Soybean_Oil_TotalVol,Lumber_IVol,Lumber_TotalVol
1999-11-24,0.01709306629580581,0.021097893145942546,0.013251126198608998,0.01875394943687259,0.017579702437941602,0.021773066293437296,0.014774603674470872,0.015317738336338718,0.037841930177757006,0.03877255345862188,0.014483293199321097,0.01724025570136941,0.024927399760479446,0.02401134415649045,0.012234352369366009,0.016130146199445302,0.016023281746998335,0.016872923668035007
1999-11-29,0.017212639860968985,0.02108969042040015,0.013244314753154601,0.01872810113603497,0.017804490980872053,0.02196281315449134,0.014702792676868647,0.015217050820485918,0.03845357727085137,0.03925233518383595,0.014467895480578115,0.017199393921904147,0.02494065631224089,0.024011324009388477,0.012233614002686946,0.01610798718602506,0.01602953394047692,0.016900888335928555
1999-11-30,0.01750933964587215,0.021102508934833338,0.013205993594394966,0.018823427651061642,0.01777042968522379,0.021972163312211263,0.014813684055360099,0.015288437464526228,0.040256265799485574,0.041188910323455605,0.016781415580866665,0.01976721064478187,0.024962220021581247,0.024065502616103542,0.012392532884666893,0.01645806604189751,0.016029702005953165,0.016886469781653788
1999-12-01,0.017574594117878668,0.02111157356676059,0.013185634515416423,0.018799177553646924,0.017774256605758546,0.02197783207367007,0.01482337637083435,0.015295817253512999,0.040270381369108155,0.04122661887159205,0.016781988180758812,0.01976384523833648,0.02496678052618567,0.02408137069131836,0.012428742984431043,0.016462531387962026,0.016031983465809634,0.01689650532371987
1999-12-02,0.017576973001217525,0.021100622157561068,0.01319782110782121,0.01880540090450779,0.01788059977485509,0.022026183189762648,0.014757517655046617,0.015236156046654252,0.04037924188171283,0.04134353956106067,0.016803741980499047,0.0197598040469313,0.024823854906803874,0.024054644556204704,0.012526566579830537,0.016528977846933524,0.01603173223389642,0.016895490997340296
1999-12-03,0.01755650876613322,0.02110185115308695,0.013195619120799659,0.018803435301880497,0.01804435335998254,0.02211923000340293,0.014762558080900351,0.015258802353909378,0.04078902784172098,0.041651272651642146,0.016792637601848497,0.019759953134975097,0.024119386472180503,0.023446061755147424,0.012490652979422508,0.016534270771411057,0.016227828854577915,0.017071690595053576
1999-12-06,0.017459660737634122,0.020954602965216618,0.013195315167308938,0.018790031862776967,0.018006809769741058,0.021989162483053565,0.01472878257068078,0.01520785289235927,0.04127752834686958,0.04217640469516836,0.016698868914575643,0.019557252681491447,0.024281757960820088,0.02354675649533231,0.01244301420434865,0.016535979215997743,0.016225366036655822,0.017055693377694317
1999-12-07,0.017482020210090897,0.020942463362230677,0.013178905460776148,0.01880093840804679,0.01797574815838947,0.02195531119443157,0.014800650209944198,0.01528161956706528,0.04122084586164113,0.04211514086423738,0.016883580439905965,0.01968950748572273,0.024314503283694888,0.02359718267222097,0.012451661148429573,0.016533361512901933,0.016258468380628884,0.017061964412931285
1999-12-08,0.01748320839354065,0.020974839911578235,0.013146705176328918,0.01885388064791184,0.017960264471798777,0.021995678300589173,0.014787167943540786,0.015268066779728653,0.040901376600867054,0.04181359116477519,0.01700215992799286,0.019976400482049482,0.024225117846899305,0.023482966113478415,0.012437135913968443,0.01654372594871141,0.01623967245465517,0.017051589979253136
1999-12-09,0.017439046660431067,0.021023003963693287,0.013147394848927924,0.01902227157852422,0.017947291919230612,0.021893922790814424,0.014775283082247754,0.015258441031469009,0.040576127591887626,0.04147238292597018,0.01700986503097037,0.019974161317781392,0.02419389661836523,0.023478625641605744,0.012624524611743107,0.016817134129105377,0.016238260914787157,0.017059547277457655
1999-12-10,0.01740849257423468,0.021003553383439524,0.01310633288134805,0.01901378666839817,0.01793884608104917,0.02188476500473403,0.014778798332038915,0.015259844497048449,0.04066515314582899,0.041579185744017644,0.017013630164746173,0.019974161317781392,0.02408761504920415,0.02339958482917422,0.012623812144776932,0.01681654108540904,0.016160403302135827,0.01697254426744466
1999-12-13,0.0174192334639689,0.02100470398798843,0.013135793155527535,0.019107731887024176,0.017767105286777832,0.021862501826772872,0.014688689769544166,0.015174607640691513,0.04071419469726731,0.04162348902657779,0.017002883168258865,0.019993174637537723,0.024080005848940066,0.023397262922188536,0.012637286590381784,0.016877005989267318,0.01621917203133181,0.017055406788073692
1999-12-14,0.01740278804295495,0.021037327654085163,0.013088006835546576,0.019101849728918107,0.017783803189930277,0.02191207030462754,0.0146422193755628,0.015147309044005292,0.04076481789269731,0.041632475603322665,0.017005419835360087,0.020004379758040064,0.02408783845368561,0.023386931886788774,0.012539672527280629,0.016863864992595127,0.016072940703246073,0.01687893916116433
1999-12-15,0.01740806382391831,0.021032072382567244,0.013088212924592892,0.01910051317742011,0.017703825129559547,0.02182762202919369,0.014650573589370901,0.015159830251605876,0.04092388492730586,0.04179583216575492,0.016987117811257915,0.02003438334229257,0.024330818131174062,0.023635629669276265,0.012538215720718612,0.016865657933953435,0.016074591022745426,0.016853076377555957
1999-12-16,0.017319053945601272,0.020935010299060627,0.013007934000839055,0.01899349945916374,0.01770489223904395,0.021814478595537024,0.01458455665318204,0.015111084281559405,0.0409637355866819,0.04182058489270145,0.01696371480144629,0.019993916279272574,0.024328344713954096,0.023638784032833576,0.012549512565852954,0.016801946765792615,0.016154829135363275,0.016888530079847988
1999-12-17,0.017246484227357115,0.020890219229219846,0.013000910786377783,0.018995035005430407,0.01768669139657861,0.02181592560798536,0.014489509086285947,0.014991064881080852,0.04095225173533696,0.041814907733845205,0.016902493522137456,0.019974361169023975,0.024305802161083398,0.02365067397856678,0.012530311167419008,0.016767380485444187,0.016207393076309563,0.01693180608108292
1999-12-20,0.017247153981536787,0.020894750544152282,0.012999576708376792,0.019022785707229366,0.01767164451719219,0.02183344140133999,0.0143936478475062,0.014908016526163219,0.04097938636968696,0.041849480266227125,0.01688745108549435,0.019939573084391708,0.024269408492367767,0.02358340514348424,0.012530410257442256,0.0168103171567987,0.01607896309895299,0.016768207633303712
1999-12-21,0.017270960767075252,0.020852071596894065,0.012981925245738194,0.018933690831817465,0.01754156330856121,0.0218188100546274,0.014346153516754646,0.014831359279118763,0.04211291313566802,0.04304004463139222,0.016907920618299575,0.019940189021929792,0.02353363027371813,0.023117487975454737,0.012546038409482853,0.01675131030023413,0.015963319736809048,0.016609412637472343
1999-12-22,0.01726442030047914,0.020839515180494962,0.01308132884529038,0.019027982433476802,0.017528470168883172,0.02181955678514897,0.01434517759123298,0.014829164491758568,0.042110042228897214,0.04304468391997423,0.016861340345370537,0.01987942786978717,0.023578424884609938,0.0231457852261249,0.012480119027390529,0.01681447773085239,0.015951563445936682,0.016604394872462253
1999-12-23,0.017255786553603724,0.02083267890755038,0.013085566976348622,0.019011584234924318,0.017458975938560623,0.02176868125107749,0.01435449832755546,0.014829468292540957,0.0420852081481339,0.04301789550693568,0.016779365737820275,0.0198161502655936,0.023525612463940315,0.02311152368241267,0.012423465716800105,0.016796038344382345,0.016069477954213415,0.01669428098782991
1999-12-28,0.017270289551289703,0.02084945889766138,0.013085532539049706,0.019007493309224157,0.01745590567970727,0.021768596766673236,0.014220894099994885,0.014734688202112337,0.04217690634032343,0.04307144842992822,0.016746620403796337,0.01979629254613368,0.023553854787006966,0.023129971854340448,0.012414738186132961,0.01679710260707909,0.01600002901128662,0.0166042505390558
1999-12-29,0.017276760668994258,0.020819444084169688,0.012987547700178593,0.018847831149786807,0.017441970275166016,0.021768491472446895,0.01426240397828878,0.014762902481432172,0.0421351572505393,0.0430156411228299,0.016613848498026572,0.019609744360801123,0.023627202072341282,0.023229122304099646,0.012488755777199911,0.016815826555420847,0.015944000467864046,0.0165443769412341
1999-12-30,0.01731011787747032,0.020819544955005743,0.01298089878901847,0.018900854253195865,0.017438455645080668,0.02176427428918673,0.014404631096580653,0.014911534147182078,0.042184156803601935,0.04306295981780263,0.016640279524019898,0.019596324881287548,0.023285334290539163,0.02288697234517822,0.012493722540622344,0.01683791328435947,0.01595608762240536,0.016557550937369728
2000-01-05,0.017282371864103634,0.0207154968511502,0.012981039370334494,0.018898693582871388,0.017391458782743906,0.02176993790378494,0.014384287171136038,0.014889663282336669,0.042197568026253435,0.04308142054781274,0.016636333155117564,0.01959388933937546,0.023283328761439633,0.022885806311626667,0.012480348859939278,0.01676685131640133,0.015901020881498962,0.01650313678031718
2000-01-06,0.01726614844777911,0.020681220802443105,0.012960845394104841,0.018901783591703122,0.017403603515089298,0.021782557916073336,0.014411606531159216,0.014921761756405626,0.04223621893463267,0.04310199808012509,0.016629608514546368,0.019593999665575776,0.022693283614472537,0.022269810670526413,0.012462142404333746,0.01676251268857091,0.015783894461768946,0.016404628479700145
2000-01-07,0.01727189647523692,0.020711702767246088,0.012984709291025208,0.018919859639067355,0.017394340872646654,0.021795292553933962,0.01472519676818323,0.015144074198667585,0.042236790177851716,0.04311248378817104,0.01664111610658047,0.019593159508694134,0.022676441313402997,0.02226984297304145,0.012462243043094281,0.016791185200502583,0.01571974483785817,0.01637172866380468
2000-01-10,0.016899204666869474,0.020289922791825732,0.013068113896317811,0.01893333433977604,0.017369001115623214,0.021660630296905632,0.014686094034332542,0.015092060661998455,0.042317655100727054,0.04318131684240949,0.016576715605104063,0.01947175057149506,0.022550885705789395,0.02206599363533437,0.012514234650376809,0.016764955470760616,0.01570935961270235,0.016369313140768227
2000-01-11,0.016924691941063094,0.020244225458124182,0.013008700391793854,0.01866234760543432,0.017263982912678704,0.02133030593362317,0.014526656509724536,0.014922694932767669,0.042264545889110175,0.04311119530617283,0.016502610561098707,0.019216286389008127,0.022444848845840127,0.022097504205691083,0.012335357447583082,0.0167667524829088,0.015756395764092383,0.016364194773405442
2000-01-12,0.016944424820447078,0.020302895986513265,0.012979715034383572,0.018672100633528504,0.017323696426723576,0.021437966434823253,0.014430331860877917,0.014820813402071835,0.04223315878928287,0.04309692038321526,0.016527274224258082,0.019258194939344535,0.021590087434488883,0.021208565839642462,0.012298025149234573,0.016769954827282503,0.015767220470506674,0.016400100562427432
2000-01-13,0.01680247223352013,0.02024885366424705,0.01293710241527638,0.018679457219213248,0.01721765044325864,0.02133372875442097,0.014498756638396003,0.014904153342601624,0.0422035658506443,0.04306669000267391,0.016526473333169103,0.019286016485048938,0.020542691158135545,0.02012206189949713,0.012372863824507186,0.016969161044003863,0.015755571089766305,0.0163892588450022
2000-01-14,0.016737263928376687,0.020159458226016704,0.012999978832532372,0.018722816979755592,0.017208676529747054,0.021309354699160805,0.014366480083883944,0.014779687710768487,0.04246249685437084,0.0433181004798033,0.0165371844978267,0.019286336734988516,0.020667074092904032,0.020174212363410927,0.012260801403690952,0.016973102916613858,0.01577106454215805,0.016415074765940802
2000-01-19,0.016699747675188382,0.02019572999402266,0.012737302902597093,0.01864279489647748,0.01713808649286036,0.021337498972883166,0.014858677432489567,0.015320073813689418,0.04229182919518916,0.043143178275110675,0.016521032758138196,0.019324452031903555,0.019694671238684337,0.019175615797094404,0.012242857996270203,0.017017533757175032,0.015778319326946153,0.016417601952785153
2000-01-20,0.016616319045330483,0.02015550268354745,0.012789924164047294,0.018659442732462814,0.017148475686231558,0.02134334599750132,0.014775293282619974,0.015217481164596966,0.04230228493666715,0.04314431904005481,0.01653035162144912,0.019330139776797973,0.019749536789660745,0.019234820275433846,0.012179063625817875,0.016975687373984444,0.015756548559489107,0.0164212773733028
2000-01-21,0.016535056147272343,0.02006208728838746,0.012788486083611423,0.018662507812330455,0.01714213869935057,0.021355472278413952,0.014864020127329078,0.015266453063792297,0.04227313153262888,0.04311274194480441,0.01655932107168042,0.019387567079114106,0.019734152274901058,0.0192573041060223,0.01218000438610646,0.016980483237000566,0.015743911682514936,0.016397930699775787
2000-01-24,0.016515758512218225,0.02009916363867845,0.012829636325006806,0.018718083352828745,0.017113523173130658,0.02135359342617445,0.0148575536385875,0.015254587896359275,0.04223556269238274,0.043068627261224825,0.016490907971110125,0.019343264115936547,0.019798387035644193,0.01939236281203521,0.012113780147248903,0.017004965806245963,0.015620660684080936,0.01628511131099416
2000-01-25,0.016283181294156197,0.01979247092910853,0.01275874380036477,0.01858300601830752,0.017245053396708655,0.02135459162641418,0.014993643542228572,0.015414644563684857,0.04222875633478302,0.043056977216186225,0.016461581394743536,0.019252254638516455,0.019797972921208554,0.019393119888686246,0.012101773167818394,0.0169897518745705,0.015599468049399082,0.016270512748778287
2000-01-26,0.016055680430126465,0.01973142324194526,0.012746928969016098,0.01860203785901263,0.0171691202760402,0.021339532592164107,0.01495220070894204,0.01535531359359148,0.042200553032210916,0.04305624384067189,0.01650100502764607,0.01928694580050258,0.02004941400797142,0.020105070114199125,0.012100366303262132,0.016985565091924313,0.015577783564181007,0.016240913361601602
2000-01-27,0.015010520956791324,0.018536897753965446,0.012858861372290703,0.01872135595181999,0.01714079040862462,0.021359451002571337,0.014949077264367361,0.015338401066081038,0.04221171007718708,0.04305624384067189,0.01649174471038048,0.019023534127330946,0.019733999786014027,0.020118476888801605,0.012353189791037694,0.017182297380796217,0.015714185312668532,0.01646047090005596
2000-01-28,0.014955336416115215,0.018250418569067544,0.012649089059227186,0.018297954808325988,0.01712951180923775,0.021164535181951213,0.014906657021035354,0.01517815552350347,0.042246265009842215,0.04305624384067189,0.01648104736457994,0.01880199045737918,0.019703134023445895,0.020127784183998243,0.012351615589786327,0.01706390990321006,0.015731626122184983,0.016484907588148315
2000-01-31,0.014954965276812398,0.018277345710634475,0.012663685505073343,0.018422329135730213,0.01712759420207291,0.02119344112728165,0.01490704668461779,0.015184814590999931,0.04221858762071299,0.043097231268212625,0.016410958923495686,0.01876148697511777,0.019671089197116916,0.020071411923784036,0.012228028261927355,0.017156002986169115,0.015730255375884752,0.01648591602019468
2000-02-01,0.014833641278338514,0.0178981779395059,0.012302285845037578,0.017876626014690745,0.017012543708140128,0.020801071961615677,0.014934743095180412,0.015157270794196124,0.042118459047927596,0.0430031519159084,0.016336460805773053,0.01841068686531378,0.019643481204526227,0.020020571362152757,0.012223665624941118,0.017045351622613544,0.015726928729349728,0.016502732369241598
2000-02-02,0.014720387744563364,0.017522182738517203,0.012132742063901417,0.01746520927885108,0.01699959070102023,0.020708458162168937,0.014826956029768138,0.015030977630507833,0.04209818996262222,0.04299739704351343,0.016283996398107643,0.018054170077276586,0.01978107094676614,0.020230380132670624,0.01233011223568136,0.01687970021023296,0.015753815741551325,0.016528262460806846
2000-02-03,0.014575402724733103,0.017039814635739715,0.01169139248002383,0.01669622784593013,0.017019549990117868,0.020581134178950192,0.014870955516759226,0.015114719673883724,0.04210250160175587,0.04299173783659935,0.016273593171971305,0.01788453482266152,0.019849253494723912,0.02037491304588095,0.012226679731093424,0.01650614330319391,0.015937826072442703,0.016581117242567667
2000-02-04,0.014588764846513318,0.017035458688322475,0.011670771267327278,0.016666070825703094,0.016889526205914055,0.02054378532910336,0.014797656047653502,0.01505601626971827,0.042085394509436415,0.0429640237249652,0.016252121556868192,0.01787972501408307,0.01989139426516604,0.020334685988572396,0.012144896960576343,0.016386640022663622,0.01591284901174722,0.016562777626833173
2000-02-07,0.01448819219560804,0.016810372616469473,0.011668322256193556,0.016642112100836846,0.016885492005321124,0.02055101141176428,0.014703420832099233,0.014868046256018052,0.04209779300571715,0.04295978935312217,0.016235293473365078,0.017883006836298787,0.01988210724528883,0.020313351738670087,0.012157356416049817,0.016351105237954792,0.015759014099314364,0.016401850886281648
2000-02-08,0.01450635274198513,0.016748117341513248,0.011665883034019093,0.016669825355926288,0.01665794629349906,0.02035970986434839,0.014679939333937606,0.014861886377139871,0.041952464676142553,0.04284583466764994,0.016167028470845207,0.017906605760110602,0.020125770966242733,0.020406947044859448,0.012202981642245845,0.016342259258876293,0.015601813848504599,0.016234944906093233
2000-02-09,0.014413185638980495,0.015893823304006943,0.011366983439016294,0.015607881924842325,0.016354212918570112,0.019121048484352803,0.014440360335156978,0.014726473399232887,0.04195331364459351,0.04280077395849103,0.01618951124595167,0.017631941001746646,0.020116618096133295,0.020513901459334037,0.011916040810540601,0.015189380291742967,0.015507769309910028,0.016060832593101867
2000-02-10,0.01431452873337019,0.015844008923156565,0.010888663515328873,0.015422335927899867,0.015304973760679621,0.018543513088351712,0.014622733768132515,0.014993610564239266,0.04195286297196563,0.04280436321185777,0.01615305428259329,0.017656217788479527,0.020176606797497432,0.020539313790044464,0.011901493500880675,0.015209506881458102,0.015366995575222087,0.015940934169841128
2000-02-11,0.014256220340325502,0.015682354634276537,0.010678339552315109,0.015178937487949988,0.015358393675458956,0.018532431054615016,0.014555922398414526,0.01497158007966064,0.041960792140063874,0.04280436321185777,0.01616060263408347,0.017657974276025397,0.02016619382930592,0.020540995396649813,0.011720456541420482,0.014951937344120434,0.015285728620876215,0.015850299421809735
2000-02-14,0.014245011303461032,0.015672161674767735,0.010567350198387311,0.014929717896347495,0.015354651773520776,0.018492848147377283,0.014556802953130422,0.014976289023812154,0.04207283957934857,0.04293116294503249,0.01616441781452305,0.017595451643303246,0.02042156079536555,0.020915806519782094,0.011689215162506537,0.0147869990032565,0.015302141891326806,0.015860402729995112
2000-02-15,0.014271770892553621,0.015671395786030374,0.010636661932214419,0.014935151191058043,0.01548241554766867,0.018625049284210864,0.014541623185633294,0.014958739176042303,0.042064283135843886,0.0429141751977051,0.016162719080546104,0.017595522607148407,0.02038493930959469,0.02090611315899065,0.01169184890527427,0.014801869230178004,0.015396307697953433,0.01593930369285838
2000-02-16,0.014234035183460263,0.015670325779025326,0.010640162366966383,0.014900620767862565,0.015446235968094541,0.01863010500215282,0.014496315041728141,0.014904260199449768,0.04207241286939093,0.04290682380464357,0.01616269698428444,0.01757225911073191,0.02049062938724417,0.020993902970207475,0.011613321343126691,0.014623394659871738,0.015422454318302175,0.01598148713082551
2000-02-17,0.014117541508725505,0.015538728791649482,0.010632618261418831,0.014876652928567123,0.015494000890865351,0.018664413294746808,0.014353003062970725,0.014796657351741838,0.04207431479941627,0.04290682380464357,0.01618878762673435,0.017588003073141498,0.020609437578794354,0.021133095083565007,0.011559208496376063,0.014520802448483366,0.01542542636745552,0.015982709766202998
2000-02-18,0.014010146291925214,0.015181908261372659,0.010657273129386746,0.014858096521994981,0.015402838549322506,0.018511636208113424,0.01450722514323324,0.01507730189482991,0.04204742760473728,0.04282690544728667,0.01608141022465771,0.017409723894503907,0.020624164895861906,0.021127756845612442,0.011585108028127858,0.014504762137694997,0.015410291442275601,0.015956217691366653
2000-02-23,0.01383592032568918,0.013888694492456942,0.009958942187336792,0.012908572110478517,0.015521270821980473,0.018097081185471677,0.014426990512567609,0.015028661191074459,0.04198224399471845,0.04272715029670777,0.016049719972655908,0.01723710545368262,0.02047879711328252,0.02104392858021566,0.01153133506521836,0.013749693566578354,0.015190173816043517,0.015756416409537146
2000-02-24,0.01384372877054346,0.013900129923611027,0.010053244770240999,0.012926446311989796,0.01554260889915957,0.018047376579045312,0.014454826492750704,0.015031328354202463,0.04185336399468299,0.04253235056488186,0.016014936665727477,0.017260777930092414,0.020445593502478328,0.02109082537593517,0.01152749293308221,0.013757091676725296,0.015209556530552202,0.015766685408905072
2000-02-25,0.012891724325879381,0.012918614040390687,0.010051464860771844,0.012879611476932272,0.01544727763754502,0.018201569644463407,0.014589699325347764,0.015156661198080752,0.04110225939371015,0.04180832030195526,0.01597069867804997,0.017262376668851852,0.020346094917008953,0.02109623873211519,0.01139643673059927,0.013567299387779157,0.01519786799197922,0.015762601778420902
2000-02-28,0.01267817868061641,0.01286120221339229,0.009777318635073863,0.012634590284680204,0.015480702078569447,0.018131582277056357,0.014632436670830959,0.015198506967347796,0.04117795704159626,0.04186626854218456,0.01581855768857643,0.017201339388673232,0.020430704272592835,0.02117127140540907,0.011229308237382392,0.013408456555083652,0.01512591295680604,0.0157124554078002
2000-02-29,0.012727886096960253,0.012926914752669133,0.009775340711457784,0.012614372231483303,0.015405034647594167,0.018156616792822326,0.014775924010302744,0.015290939674861698,0.04121965495258594,0.041926001097831254,0.01707576913488804,0.018437511705860842,0.02044760268274386,0.021172944907230727,0.011280615591637342,0.013435652663156114,0.014967340466170459,0.01554928357868581
2000-03-01,0.012668201827728605,0.012903415926154385,0.009874778847668901,0.012552169639152748,0.015316596904700514,0.018051965208024795,0.015376679102591802,0.015969359971154586,0.04121927443978919,0.04192507686770965,0.016997037875447447,0.018342606707961506,0.020494923336433796,0.021232413455463412,0.01104966315842144,0.013175680689848911,0.01508851804627426,0.015610462820982355
2000-03-02,0.012629696490932724,0.01273928367477966,0.009919568459739224,0.012594890648483894,0.015316053599512425,0.018007218703425254,0.015428072922810225,0.015975965524715387,0.04133678201300053,0.0420382245303541,0.01698545623523863,0.0183440562455097,0.02050136369051783,0.021235436433459414,0.011061954456068888,0.013152203407834337,0.01509553363883199,0.015605040049440943
2000-03-03,0.012572423316244122,0.012751959769645563,0.00985442446576927,0.01259707450658964,0.01525877921680744,0.018005395838116837,0.015099840660770069,0.015541821139539905,0.04133678948931396,0.042031309561933516,0.016990039866251895,0.018341697630058534,0.020495992025771938,0.021222876999108454,0.011261387013409601,0.013279173918873398,0.015071275910731563,0.015567561922306787
2000-03-06,0.012605109851751724,0.012795520241434212,0.009848214074029,0.012586966358104116,0.015253845457609798,0.018037078291722918,0.015093469885689716,0.015534619240659896,0.04133574871106337,0.04203780942040377,0.016996794967360934,0.018339269860807254,0.020469464466876683,0.02124167322590614,0.011252294390333914,0.013288364878164172,0.014840923543591693,0.015371713470134338
2000-03-07,0.012682881598903128,0.012765742219796289,0.009818952728778323,0.012476787643522448,0.015248687240977471,0.017972015276685467,0.015094117585656359,0.015524513580658759,0.04134064161158226,0.04205944083170357,0.017036510739456015,0.018355799416411706,0.0205702303723633,0.021289581869789385,0.01123782855710196,0.013216918152310133,0.014814720489897478,0.015333376852916514
2000-03-08,0.012700740500069656,0.012709305886798104,0.009802372770903598,0.012401866928073293,0.015253794495172742,0.017958214518311713,0.015170939045650334,0.015607090097627023,0.0413622399366609,0.04203732169349594,0.017036966573974993,0.0183291472749693,0.020568958509315824,0.021291574152152087,0.011179506588053313,0.013069672464137008,0.0148040336989066,0.01530442117333232
2000-03-09,0.012502687430554995,0.01248859803617413,0.009626917477808021,0.012372865690476742,0.015235600765189577,0.0179705751409632,0.015035171858930087,0.015490895977732283,0.0413667730035916,0.04203732169349594,0.017023377949421322,0.018330975332559972,0.020534756323888723,0.021231647914930464,0.011100170925440005,0.013054517773882725,0.014751849825437624,0.01526632915151453
2000-03-10,0.012469737273116588,0.012499760168825768,0.009682594886585514,0.012426601687492999,0.014944017639583227,0.01749736729060138,0.014918450334030978,0.015401862157539744,0.04128532721902713,0.04192381251124586,0.016960424124996997,0.018346268450540014,0.020223006269942275,0.020611705306855615,0.011100030723456637,0.013032578837314446,0.014703392747068358,0.015202976070532276
2000-03-13,0.012479486817085713,0.012430774110264131,0.009813979351627412,0.012442094670579574,0.01486473201884081,0.017168795567927133,0.014964408878311476,0.015369299294938318,0.041281925101105545,0.04190439101301431,0.016954671615409735,0.018323139778660867,0.02029436584176616,0.020721200814326938,0.011144512526151232,0.013010847654355133,0.014674021924203879,0.015151297346790557
2000-03-14,0.012574047547184703,0.012335188652842888,0.009807740430250582,0.012426823238618592,0.0150143397296554,0.017278372160115445,0.01496703388815092,0.015369535350741238,0.04130905492535697,0.04177830527677218,0.01631074245525884,0.01721082897448471,0.02037483354761539,0.020798757063657015,0.011326010312351411,0.013248697467593804,0.01467031101573236,0.015147176162470475
2000-03-15,0.012578428129495023,0.012267806142915694,0.009822388813987858,0.01242561891111097,0.014772197559288758,0.016976196128708834,0.014957813566823,0.015365779804261466,0.04131805389930579,0.04177830527677218,0.014564989512119016,0.015919208336053727,0.020180226052596763,0.02065636979642662,0.011278712982596766,0.013278228890507953,0.014688607192527556,0.015112289496202413
2000-03-16,0.012544613748264235,0.012214826141610973,0.009823310434571754,0.012403706600291255,0.014650843004867943,0.01664988336792452,0.015002059829296052,0.01539622858359429,0.04149485863917359,0.04183611396550524,0.014509201418499483,0.015924377399466654,0.02016984530850094,0.02068548555198812,0.011271633103115599,0.013261394518233681,0.014591709127138919,0.014969025626582762
2000-03-17,0.012527479883272718,0.012072981478619854,0.00987016579739999,0.012427600999815156,0.014629317128555502,0.016536981770697717,0.014999803568598268,0.015411326561159712,0.04151075956519293,0.04183266493518477,0.014480998845909792,0.015943217294695573,0.020166157914400722,0.020699075338587884,0.011929296080736788,0.014147204828684829,0.014579985376981169,0.014950354132077577
2000-03-20,0.012511235307135065,0.012232842080966387,0.009908265469372268,0.012715007119467377,0.014627788149874687,0.01668112627117605,0.015097241946281306,0.015594808894118167,0.04138092167773836,0.04172820176968191,0.014498875419308886,0.015947266673713205,0.02030429747502165,0.020793601733143294,0.011913810735723932,0.014183584002552504,0.0145802004474072,0.014949284523640707
2000-03-21,0.01231195433166731,0.012321922137709508,0.00994153752757898,0.012649087131794924,0.014557865050349979,0.01653382563107026,0.014097150336931527,0.01465328495353198,0.04133274266308421,0.04166947718243647,0.014456394081689286,0.015956581214448772,0.01999527902014153,0.020593158224826717,0.011864243833112244,0.01401005899636401,0.014580013922726858,0.014961236650464994
2000-03-22,0.012391096814204411,0.012334477638757774,0.009947146008110938,0.012630460389316166,0.01456502250180525,0.016501705969776882,0.014152836710443305,0.014664678089807823,0.041334262654493026,0.04167299643506623,0.0144536924584038,0.015971145647530827,0.020037630009332497,0.020642528921267198,0.011782296715626396,0.014062215942544162,0.014616523654111833,0.014988778207294287
2000-03-23,0.012417363256807836,0.0123908333759139,0.009946692571537892,0.012634822051589459,0.014392397330617713,0.016639388343813982,0.014107204239487638,0.014612323793962222,0.0413967637857902,0.04181805766033505,0.01445392476001469,0.016032371756435813,0.020119393754638257,0.020862028906387636,0.011554695664573395,0.013859706532941265,0.014660343179916996,0.01504532076807352
2000-03-24,0.01242047910653025,0.012234364808927665,0.010040034879729721,0.012448808036130094,0.014395935432464431,0.01607962963002918,0.014112872849232237,0.014589841441067845,0.041378716243050694,0.041784250317433616,0.014438628360579702,0.015946691118064307,0.020082813458916837,0.020857418185230278,0.011540881757778843,0.013529457834170555,0.014492074115552438,0.014838061105406131
2000-03-27,0.012437414144871818,0.012238020384790011,0.010042542734667087,0.012441713814431503,0.014391941419442448,0.016080970947899748,0.014116257448758178,0.014600178554776232,0.04138432172663584,0.041784250317433616,0.014265745009274546,0.01581618038243539,0.020167274778475304,0.020907471774731887,0.011556367606634737,0.013568039721985264,0.014264953312175636,0.014613232528630992
2000-03-28,0.012676011508313538,0.012593882949659723,0.010017700010071042,0.012413698452736193,0.013988427148088189,0.015899252641959037,0.01393447900084138,0.014463902466377215,0.041394822519091455,0.04180927916669731,0.01434518596533138,0.015986570486118203,0.019952939996378077,0.020726505020860618,0.011559568859108567,0.013569843838303385,0.014383831283945348,0.014744872524324782
2000-03-29,0.012792125388226773,0.012675848952975407,0.009993349012275343,0.012402508676628166,0.013914100032911028,0.01584892082837026,0.014097379706712253,0.014599672718431685,0.041389780023838245,0.04180318459236866,0.014352179377787141,0.015983514546658216,0.01998412171747985,0.02077369203580676,0.011618069588138,0.013647304390658602,0.014381990902532272,0.014765904700471724
2000-03-30,0.012956853389696613,0.012951261752763996,0.009998522456214624,0.012461282145105829,0.013897153346061319,0.0159539466808827,0.014150607873495352,0.014606564798537868,0.04144909903898354,0.04178796901528857,0.014317101685022588,0.016056046309749977,0.020116761832454852,0.020994965159869653,0.011626915306703237,0.013653980816162372,0.014202356654432523,0.01451382138809679
