Date,Corn_alpha,Corn_beta_SP500,Corn_beta_Oil,Corn_beta_USD,Corn_beta_Sector,Soybean_alpha,Soybean_beta_SP500,Soybean_beta_Oil,Soybean_beta_USD,Soybean_beta_Sector,Wheat_alpha,Wheat_beta_SP500,Wheat_beta_Oil,Wheat_beta_USD,Wheat_beta_Sector,Cotton_alpha,Cotton_beta_SP500,Cotton_beta_Oil,Cotton_beta_USD,Cotton_beta_Sector,Coffee_alpha,Coffee_beta_SP500,Coffee_beta_Oil,Coffee_beta_USD,Coffee_beta_Sector,Oats_alpha,Oats_beta_SP500,Oats_beta_Oil,Oats_beta_USD,Oats_beta_Sector,Sugar_alpha,Sugar_beta_SP500,Sugar_beta_Oil,Sugar_beta_USD,Sugar_beta_Sector,Soybean_Oil_alpha,Soybean_Oil_beta_SP500,Soybean_Oil_beta_Oil,Soybean_Oil_beta_USD,Soybean_Oil_beta_Sector,Lumber_alpha,Lumber_beta_SP500,Lumber_beta_Oil,Lumber_beta_USD,Lumber_beta_Sector
2006-09-27,0.001671696691936755,-0.029486765085382616,-0.03109896260153774,0.06255840177090538,1.278989682645766,-0.0007172548116932618,-0.10163134819934337,0.031750529392277044,-0.7297332368485436,0.5209178578166916,0.0015513365276181074,0.3576354006052095,0.09011416025979313,0.13287479800815277,1.0315225032345126,-0.0006369153693418525,0.1726177060316117,0.06651447953457862,0.009353208710269678,0.2048436482390479,-0.0002221806644240089,-0.024241818824226387,-0.050788619900528555,-0.1434754803180323,0.06396519908614015,0.0009657222522927847,-0.2152073881218413,-0.2248106753143225,0.08537247376669277,0.8016670711821238,-0.0033746291094490814,-0.0050119373536490555,0.21292354192738067,-0.560251621242898,0.1709139973548085,0.00026932001871778994,-0.1397447981606743,0.16079796857217407,-0.4711692900943787,0.597248764485198,-0.0017072416194722126,-0.03257129423283566,-0.016133494642439853,-0.3855759189188008,0.24333882513613395
2006-09-28,0.0019436579107256395,-0.023870904973182314,-0.041033485459409685,0.09079303771809813,1.3168682262124178,-0.0006696726913770148,-0.10727876792245764,0.02821677894354605,-0.7236785438902082,0.5392482996134441,0.0020758292144888906,0.3817162836008553,0.07337739987495885,0.18935192293161734,1.092166352888919,-0.0006424007810629017,0.18972260703276822,0.07126607795440204,0.001052287165866396,0.17418081400709354,-0.00037112199803818505,-0.04024113726781363,-0.04773774251258162,-0.15868331868326765,0.05967442538104921,0.0008008966615295589,-0.23383922736024373,-0.2215674095383503,0.06818564382498485,0.7970631958286911,-0.003590356733493248,-0.027667027215935124,0.21735150191027228,-0.582175426943578,0.163809434748531,0.0002533335325391571,-0.14461490190351062,0.16043128430240494,-0.47205784466052875,0.6019070789099306,-0.0020333498476007056,-0.04018468719293722,-0.0017228167111766734,-0.43132495493983325,0.17900158232188343
2006-09-29,0.0020225029493227877,-0.022499531242345154,-0.02970187460265918,0.13708532203365012,1.318343137631068,-0.0008151558681766627,-0.1057671199125298,0.017818757935509737,-0.7664509703587619,0.5433423642356138,0.002286539099745754,0.38251888106159554,0.09658185086911718,0.2843131988775357,1.0915810393280907,-0.0010028510364930832,0.19192929372981457,0.04050397800568117,-0.11843151382309838,0.18673952718741618,-0.00021192110431284244,-0.039497060148678,-0.030056581763068396,-0.08785830085047444,0.057758144325027544,0.0008240686399028262,-0.23441438434908235,-0.2207227601123672,0.07169826185807238,0.7959821083297386,-0.0031561248571903215,-0.03389415240539026,0.24160879731004475,-0.4942769928510577,0.13284532688838352,0.00015488494275403366,-0.14444762226769317,0.15130515091583777,-0.5080309393474883,0.6051138386055063,-0.0019931948920315396,-0.03984892160780663,0.0030686970519953876,-0.41257673345188794,0.17815822469117154
2006-10-02,0.0021306147135000944,-0.038070154003203946,-0.04662797552635316,0.0931381754480411,1.3234650930933936,-0.0008821722554873317,-0.09390726336420216,0.03148906762527476,-0.738369530429984,0.5334334757175526,0.0026777588539177873,0.3378019380109549,0.05686179737196592,0.13120424604433525,1.0822620590161478,-0.0009432385697064131,0.19496381708588215,0.05176694938409569,-0.12456688871104636,0.1785365433277686,-0.00017790106273938452,-0.03854527367758524,-0.025208564750876516,-0.09318708547207624,0.053454392908202905,0.0007813956680172798,-0.22919807021469266,-0.21575240998554554,0.08671759641364574,0.7935202660296977,-0.0033672682901117923,-0.018561796802335523,0.24816699877557263,-0.43369903802569715,0.1339345646982763,0.00023608158816472842,-0.1355707300072615,0.17375550098546735,-0.5107544316468833,0.5875522940618523,-0.0022676357962173603,-0.014827440334056086,0.02024255239770069,-0.3276669431941689,0.17222013094376215
2006-10-03,0.002117022722411996,-0.032923602822552064,-0.050509624386884014,0.08256263537207863,1.3029948732034187,-0.000881840253816418,-0.08947124325408387,0.027566137203465155,-0.7446831103018504,0.5194833583108037,0.0024398427511154075,0.31248816526141854,0.10426215128128738,0.1729551598017559,1.1569676647157079,-0.001042853231873465,0.1975354044659622,0.05387853543812684,-0.1288017246820418,0.1713827268396888,-0.0002483710243536767,-0.04168922236858816,-0.018447607799867358,-0.08763084597482795,0.06294098867363832,0.0007958915990780616,-0.226977045136581,-0.2185899002045924,0.08265867376323084,0.7860337365460813,-0.0037062996836567845,-0.020157762502474853,0.26712601974418765,-0.4296592597786554,0.14073968664193623,0.0003585480863091627,-0.1356205627090091,0.16727554012137555,-0.5106807503931943,0.5880219855821756,-0.002202881999621204,-0.0073007762793457776,0.00983224732995808,-0.3415299972904433,0.1466698173618871
2006-10-04,0.0024588508452728624,-0.01713114378549921,-0.03619103946423015,0.16773076054518543,1.3636643927354422,-0.0009944153578790834,-0.039927581822524975,0.01162326412302624,-0.744355409282018,0.5392616063345733,0.0028143462472475056,0.3514296175114251,0.11969943697418184,0.27464328018669,1.2263266799232206,-0.0009109741944444092,0.21181937494602943,0.05980898822787512,-0.09072516354939208,0.19383032211509646,-0.00022720974013238054,-0.024455373833046818,-0.020159813302754487,-0.07416337357250413,0.07470936860256291,0.0007518989670587063,-0.22494191942576142,-0.22149815282898436,0.07350323358785182,0.7814640528946054,-0.004167756167503597,-0.006195236461004422,0.23430648616270366,-0.5271165905138676,0.09814738860517622,0.00030457531182108953,-0.14303521330176175,0.16529888237840876,-0.5264989738586909,0.5766306528157037,-0.002239010809607622,-0.01395240994458553,0.008816755234192248,-0.3533312064582149,0.13811561220002602
2006-10-05,0.002279746354285359,-0.03607157456459757,-0.04174754182242261,0.1533948243463391,1.3681628522031553,-0.0006627727594443126,-0.010194316814414905,0.022635149316643056,-0.7172529128885071,0.5289236379319329,0.002698867598960316,0.3529915029793859,0.11523534017426787,0.2615520846356115,1.2266898660260206,-0.001025506683613166,0.20347650044503993,0.056247695602297615,-0.10136779665106084,0.19463268731904623,-0.0003787916709825361,-0.03315956955294122,-0.025184489804985187,-0.08857744219988171,0.07623749497176582,0.0010060872682541664,-0.20204205862515537,-0.21354472848736356,0.09507439845929688,0.7767505019000069,-0.00410202289906906,-0.007810490373797711,0.2374028824477167,-0.5213768885468952,0.09399298439479682,0.00040504261817794806,-0.13946075717545586,0.16934098808579168,-0.517906079934982,0.5718947235019759,-0.002235212746012973,-0.01170959359404472,0.008681201466396336,-0.35318595368823424,0.1385391982016334
2006-10-06,0.002197043328536103,-0.028784042884851768,-0.04193350375038003,0.17179500346074822,1.3643866773385374,-0.0006872185856997185,-0.004723234272652326,0.02226229027210455,-0.6821561625795522,0.5281767462424093,0.002778440536822241,0.3459338626593814,0.11536469249857678,0.24334805328491244,1.2313662099385096,-0.0011877683948527651,0.21438154866783116,0.05626827133881256,-0.09722060873064893,0.18695982889812707,-0.00027773471169066535,-0.04364998918512862,-0.02499817029938928,-0.12217316101386788,0.08148360566649512,0.0010274369263880139,-0.20195561029044679,-0.21365288219690715,0.10792247540292606,0.7776442739046048,-0.00408014967209231,-0.008540709750827612,0.2373761806911879,-0.5152684924573365,0.09489826045527765,0.0005343068029949268,-0.1459173170969258,0.16942812112393404,-0.5027449424338849,0.5766295164323205,-0.0018183117446813688,-0.0267470352110337,0.008855526108708517,-0.2595544152983528,0.14983723821444364
2006-10-09,0.0021727365451437285,-0.015320150856824217,-0.052904378578586965,0.1932396659209369,1.5213733172002144,-0.000457625633306597,-0.023007666814531848,0.01796186215696986,-0.6343526224095676,0.547443810096951,0.003102226219303112,0.3357978907123922,0.10890959563453811,0.31507891053481263,1.3189752281847715,-0.0011264736285935292,0.20734953876890802,0.05621763341703498,-0.08809430272094415,0.17410392414935857,-0.0006015414130709667,-0.02367178967262444,-0.020471128299263543,-0.1857804544867348,0.0522696371094056,0.001170788398645167,-0.20887181445664119,-0.21722574051880686,0.14049251987582537,0.8148265963176333,-0.0037958644874896744,-0.02106829407591972,0.23125812762989095,-0.4451803231974615,0.18774478811892995,0.0007407784104580606,-0.15888358353886498,0.16595392029787662,-0.4601142033547089,0.6083505656943213,-0.0016024607286129955,-0.03156967116812528,0.0014692604618208316,-0.2036531034134715,0.25017531432975393
2006-10-10,0.0017497606447702126,-0.043835299230742614,-0.028899647963639814,0.08149514578616232,1.511913055222709,-0.0004649181859099711,-0.027951656535321258,0.022435802176699784,-0.6658252404224585,0.5513564364854155,0.0033256592047917924,0.34913833899968577,0.10340709864681427,0.33264980039910363,1.3034105935028626,-0.0010654317876946857,0.2124514012517852,0.0534857682603125,-0.07344722511640092,0.1685489338810949,-0.0006200131625379923,-0.02491998387285923,-0.019920657085398613,-0.18814273192967657,0.0534435499448962,0.0009281540340378417,-0.2271023970451888,-0.2081416888189103,0.09687027575320616,0.832263010050171,-0.0035511807411748074,0.008781909193144047,0.21483077343383547,-0.34318977611750245,0.14625025421759819,0.0007488936180734048,-0.16028155649670825,0.16751291213459954,-0.47189572792914564,0.6095396661345752,-0.0014137922831152267,-0.019942954238051144,-0.003167375499681723,-0.18689755608721376,0.23853156940369424
2006-10-11,0.0020358315067745833,-0.050987810925325415,-0.044322583437968355,0.041127872083014175,1.5318210991436012,-0.0003526041306327976,-0.017651233140382416,0.01836946343925462,-0.7370992385104045,0.5457520632754047,0.003686043695328963,0.30850866938744054,0.08076095854729026,0.4317835191778186,1.3558939892919455,-0.0011486564490591662,0.21383239489971476,0.0582780185840659,-0.05884417471239234,0.16250124261839977,-0.0007535664581390911,-0.03301448325578434,-0.014964426768195205,-0.12077408441407378,0.059570724849676654,0.0011664991150583041,-0.2471435861437852,-0.2246961199776516,0.1205617508224523,0.8697992903514001,-0.0038635010835513938,0.04993802735796966,0.24260859649672958,-0.42448920928350997,0.057474273586231944,0.0009229832245211151,-0.15305693548191032,0.15972856683572528,-0.5465861852547278,0.609714178197324,-0.0015968502224062975,-0.030455613290265346,0.003899505264452462,-0.09671128285439531,0.24570616145774168
2006-10-12,0.0023185044330314955,-0.008884543488905543,-0.0375302060097783,0.0421251114907268,1.55958851553573,-0.00013934017730949955,0.016646441881484127,0.02334146190286667,-0.7370271833097632,0.5679810630411879,0.0031152097465648836,0.22684098049546464,0.07915136247366159,0.37501267240599495,1.2048239936807317,-0.0012685667657484035,0.2120293807398763,0.05149002793523935,-0.047998807176648894,0.16892297372712678,-0.0007927691911193578,-0.03510425178534425,-0.016619357639616934,-0.1191920329696766,0.058378438595139234,0.0012539880577948288,-0.23178138574722318,-0.22357676131063167,0.1244177053978615,0.8845261461864555,-0.003641643172170779,0.07625916636008376,0.2494246422244062,-0.42437981874140346,0.08004539563718913,0.0010651521574284511,-0.143380487319591,0.164931013011476,-0.5497936906725468,0.6193776604947364,-0.0016446956942799196,-0.026754864928977717,0.000446402650564115,-0.0905555532575776,0.25097572888003333
2006-10-13,0.0024876761244890366,0.004910226428232467,-0.03673654393185551,0.07989923870811129,1.5995780586627275,-6.79660589061003e-05,0.020040312331309734,0.023784016847801764,-0.718728613937832,0.5847611962220589,0.0030865372485866073,0.229252999756471,0.07788565056800019,0.36821359428953376,1.206545389763651,-0.0012303453088838006,0.2098027598334999,0.05270323434792089,-0.037776127076585744,0.17038856560362758,-0.0007857801020284789,-0.035377593914744355,-0.016427236615404062,-0.11734726437888975,0.05884867203882332,0.0010881001301599016,-0.2383018463554944,-0.22355554879613165,0.07467724698288958,0.8381304340357737,-0.0036317073565577318,0.07514426318027735,0.2498948942982549,-0.42214081858401453,0.07896838324427267,0.0008873670633636728,-0.14174732060277548,0.16149391344501512,-0.5971340593988285,0.5933427125068168,-0.0013889890823938797,-0.030569912055253428,0.005574042254183379,-0.020065100295907773,0.284433453655709
2006-10-16,0.0023717004818992653,0.021033983746667675,-0.03912755343745405,0.044248649615911476,1.5978179268599029,-9.181795347919177e-05,0.0054011942723041165,0.019310578041549904,-0.6945326710796504,0.580879817453531,0.003303868989468726,0.22858019548971314,0.08909266349103098,0.38375871410950246,1.213159693764201,-0.0013200386365041883,0.226514516943964,0.051740270738216444,-0.07273214620487202,0.1701265413789045,-0.0008672574583994288,-0.012031745903661975,-0.015411927393270231,-0.1634557225452223,0.05921398677306215,0.001171200998171791,-0.25046367381311685,-0.22208190850474896,0.10162125235983277,0.8407488295231993,-0.0032444965971365086,0.04161635385844552,0.26257544418387363,-0.33666742955157614,0.09479937276766505,0.0008170459071574346,-0.14693695626582826,0.15671742933263677,-0.5926304874621051,0.5885326334177704,-0.0014845406916643277,-0.02725461445466835,0.001430557753427496,-0.032417323859467446,0.2800963915939668
2006-10-17,0.002341548875858596,0.030393313473180028,-0.030672276107492583,0.052690943256875344,1.5806815011072293,3.268068384102991e-05,-0.006010110764569549,0.013917955714784854,-0.7030516233190076,0.5918889844188461,0.0026473801771211914,0.26464903448294796,0.09407289664165347,0.37760055774241325,1.1679136458891455,-0.0011060207676706624,0.21797623601196692,0.05368520257958492,-0.06805620903102239,0.17685108090207388,-0.0008890841490380467,0.007100200183716997,0.0027598897296193785,-0.1412384900215071,0.033179499490931755,0.001043856678472034,-0.23652332073993793,-0.2143034163247863,0.11034770638709186,0.8240095418135344,-0.0024819508940425615,-0.032431223542967604,0.22466779145516108,-0.42024446062606047,0.13414144099001057,0.0009585216225683491,-0.16974567766120427,0.14107672369545357,-0.6160590629892684,0.6133485834820228,-0.0016319927976147619,0.006618489229837859,0.028117816987515944,-0.0016244397045479392,0.23389910258533358
2006-10-18,0.0023437122992697166,0.036264804328488554,-0.03273251717212117,0.05313493469670193,1.5749941885148735,7.322707343492289e-05,0.016079593135877847,0.0053157918144354135,-0.701885611903912,0.5715196024546918,0.0024985653707541755,0.28545357986297654,0.09177823033265409,0.4019368002843882,1.1710801098879007,-0.0010152724857261646,0.17777064556741154,0.06368026912718255,-0.08698266216628714,0.19644879961739128,-0.0010031850219003934,0.020912360768653115,0.0018820362284086237,-0.1238168489468487,0.03573171523075795,0.0010173284685413234,-0.2551347460064635,-0.20682823764513,0.10912374547147945,0.8389465565836939,-0.0028300833373615963,-0.055385407057257224,0.24969364162256646,-0.39431546264067835,0.16533698259834664,0.0010600916520751228,-0.1507165666193221,0.1311649482266442,-0.6244399123186593,0.5882340359036886,-0.0018822232610270708,0.025527967931415544,0.030471427462635786,0.03329894313243099,0.24616013768504066
2006-10-19,0.002346122249797304,0.046638812202096515,-0.03532868148545289,0.10533437191233563,1.5563767622943356,4.1989963740888804e-05,0.01246220577653233,0.005728565359849939,-0.7159545393041057,0.5783717981820518,0.0025440435199892398,0.2892812652787092,0.09132510037642573,0.4152952184900154,1.1624518062023446,-0.0009446659810641082,0.17270277939241332,0.06687745560497205,-0.12862334155245897,0.19827167630561923,-0.000735971701030154,0.028266717649712773,0.0034747574224815426,-0.12230394409883821,0.01711939846805927,0.0007696870460519211,-0.25292489225343456,-0.2119003292736617,0.16199839781401298,0.8481629743906817,-0.0029180837586474887,-0.050759428794992636,0.24687459703683917,-0.35633160265201475,0.16264220042300195,0.0012083151906527021,-0.1525837425125861,0.13450749014713054,-0.660397534121619,0.5828185105510555,-0.002015868070042692,0.019898209623055337,0.029670049561046102,0.026386226458148407,0.261227402454592
2006-10-20,0.0022947949290041242,0.04736784887517663,-0.03129668943955358,0.10632279110399058,1.5561213771990396,4.580605595422113e-05,0.006937091083238629,0.003895876822458696,-0.7145802055645079,0.5777427208620186,0.0024456425682680173,0.26644204558488366,0.0918571145062317,0.4245327748857122,1.1619968160324932,-0.000738923223289329,0.21824841559122168,0.06475835168203224,-0.14647495459760507,0.200937886314267,-0.0007510763751811667,0.030424672350883145,0.005174982596249941,-0.12241062533392663,0.017485462512186405,0.0007381637840867723,-0.20960742919989192,-0.19734082658760468,0.15159495891713903,0.8527954195056721,-0.0030259930099806325,-0.11441222812837695,0.23605841980915312,-0.33459503679835934,0.16176927364385815,0.0010153719612599926,-0.19903503780236212,0.13500195860349054,-0.6414962338791991,0.5824327422290424,-0.0019932459871296244,0.05712836595788502,0.03853134711199941,0.01606501413941975,0.2648824114486588
2006-10-23,0.0023336780621307147,0.04338481969082637,-0.02779671234623283,0.07212985718617738,1.5465944488587917,0.00023899544192547677,0.027880266788535696,0.00031947714329316496,-0.6713448160318749,0.5990201713651987,0.002495048870979924,0.27606070191946824,0.08871386687672585,0.4598823291830013,1.1765121411288548,-0.0006383224278972658,0.2339320732199464,0.061161755383081946,-0.10291281683254337,0.21655935853409872,-0.0009160351468148764,0.030441602684898327,-0.0009781278300068565,-0.06747933363163425,0.027811322416519048,0.0006657480063461987,-0.21950513192950633,-0.1945325448907468,0.12151890393004064,0.8388257063965825,-0.002615213194355688,-0.1022221122401314,0.24135741666122257,-0.38595826968244906,0.17929699950495442,0.0007293868698656696,-0.2154782002021848,0.13348750513136698,-0.6370716281615172,0.569545353390348,-0.0022112500159999276,0.061156465470416276,0.028659516976805955,0.10822031860804997,0.2843516594007414
2006-10-24,0.0025370675860942817,0.04682868788285742,-0.02486534310453962,0.12739524733207264,1.5627834729641816,0.00023804442599042664,0.027306167227177408,0.0005191830017812634,-0.6745837434546683,0.5993414536259345,0.0024964562958434042,0.27766406864507526,0.0881111599990277,0.46875336280982555,1.175428435755107,-0.000601987242522228,0.24112873440828694,0.058868851293578446,-0.055734950731563544,0.2159322953456856,-0.0007871972974185551,0.021956874127763343,0.006965170507928201,-0.10128544045445417,0.03555524404238143,0.000677689976761997,-0.23297718644457435,-0.18885405311229167,0.05104200704698021,0.8482259895102461,-0.0030558661152489033,-0.11499306905457872,0.2314641995537784,-0.4993747131392742,0.17559852995834904,0.0007847805660915404,-0.22274118707311236,0.13825141785646083,-0.6699880760555973,0.5756923093819221,-0.0023014592780094966,0.05833865855290411,0.02712583609862767,0.08089406213964548,0.2817725878598705
2006-10-25,0.0025901354335607515,0.046624350470221426,-0.021079546572002422,0.12427012720124661,1.5612217518847373,0.00019145864223930455,0.02357574084912277,-0.0029788289836855516,-0.6717278646741488,0.5991599063167689,0.0023338303349263153,0.2675476489386372,0.07638703257379528,0.4769872776211147,1.1722921920875353,-0.0004901074371290073,0.24162149559503865,0.06673893920253748,-0.0621735240614613,0.21372126344316214,-0.000761873757927886,0.0333225930070137,0.009632001621571913,-0.10423600273587781,0.03629767092478783,0.0006846302035066581,-0.225647167841698,-0.18784826004188612,0.04989200302270392,0.8495172120332041,-0.0027673552497443628,-0.11156340294252791,0.2517974193619058,-0.5161555808691719,0.16902329731349935,0.0005335555149434768,-0.22476711232694785,0.12031501932940995,-0.6549905977743238,0.5833181946418122,-0.0024271025767818276,0.05346824333902252,0.017953850151292874,0.08857591344054076,0.2837245560197213
2006-10-26,0.0025908277915211732,0.03202922165459286,-0.042392154001601755,0.0815625991010479,1.5637746324809598,0.00018021763940436584,0.030083498211356086,0.007105206543808712,-0.6469614310163889,0.5992785227762291,0.002122565425335308,0.2549971717462676,0.06739024387556376,0.527689930281573,1.167703280410981,-0.0003317772561763755,0.247392270336129,0.06794767487710356,-0.11610799981941898,0.20909154624210746,-0.0008318085665219415,0.029629472830967268,0.007411765792851552,-0.08480014941172599,0.03656671724341709,0.0006321434700241616,-0.2189310166061189,-0.17557009424914202,0.09334961156459642,0.8497267152014052,-0.002944197330754937,-0.09652669475674455,0.2823485936427892,-0.3911309351118184,0.1729101345831333,0.0006342595977134091,-0.22338697762416812,0.11760624984304666,-0.69558278038254,0.5820431761212548,-0.0022354775333304935,0.05830744765363628,0.016162192437579524,0.018116330981854327,0.2810769452611595
2006-10-27,0.0026795246769459953,0.01484054543876867,-0.04636268586344192,0.060793902877435996,1.5690702090754156,0.00014630349391635503,0.03168149391483578,0.02358108828111034,-0.628290679875233,0.601359183082962,0.00196064813464103,0.2892127798134436,0.06986719461625285,0.5602882226384884,1.15332337920991,-0.00019475684739087026,0.2230044641807778,0.04741550115188385,-0.1573826143294487,0.2181806304724559,-0.0007555126971610483,0.013202025942603075,0.008046304007832364,-0.10078270184516247,0.04058003305360759,0.000470110872722192,-0.18453116564584632,-0.17366121322770395,0.12852004723600793,0.83919347633337,-0.0030023017296594515,-0.08507116857378744,0.2864403762910909,-0.37584880970260753,0.16985633604658898,0.0005776601172882948,-0.21757153885674158,0.13642933932130596,-0.6704998196398264,0.5828463949588555,-0.0021858646935269577,0.04118423129359036,0.03723211085708943,0.02154273500539218,0.28697116904417275
2006-10-30,0.0026905222691135213,0.013715152759363872,-0.05452099523498741,0.051426065401342036,1.568220640440283,0.0003866176937596451,0.03907074299786352,0.035358778229359,-0.6220858790480814,0.5900580902023418,0.0017597612351023743,0.2860313364459901,0.0747483673759122,0.571184625175119,1.161228926072713,-0.000379893415248502,0.22449731541551787,0.07334709406582762,-0.12958698892438494,0.21701891860105335,-0.0005581217838674422,0.023460473557635444,0.0434222312918408,-0.06741793902518728,0.03343032277455731,0.0005947591781797053,-0.19045284385070108,-0.2249220448206764,0.06845538330193547,0.8325417834160358,-0.0028983986046574963,-0.0793168619291556,0.3063981504627391,-0.3569900538004276,0.1654204820415544,0.0007069114247011808,-0.21150933928698892,0.15448428932135694,-0.6542565605057465,0.5772496960532815,-0.0022725989434736007,0.017679554359377632,-0.08889555992133769,-0.11322751810947015,0.29035650689900644
2006-10-31,0.002618479816288992,0.013217422648078533,-0.05600955036606711,0.07287219512417628,1.5807968050369776,0.00032339652553352153,0.0389634633917197,0.03375026289410436,-0.607874024401628,0.5985316557973792,0.0016664971698560386,0.28933873944850985,0.061876095883166365,0.5612004008242301,1.1830771121213952,-0.000262987878849643,0.2270740312909447,0.06488722906349693,-0.1926731527614001,0.21158027495076243,-0.000484944427832737,0.02451256621369707,0.04221756802179767,-0.0949048728156897,0.025755785058507674,0.00038153775741613615,-0.19119211513262685,-0.23035464444643575,0.11991750429839781,0.8625355614282206,-0.0030408949783852944,-0.08177561243086338,0.3096279326890807,-0.3027086828613602,0.180422414694319,0.0004954542582045231,-0.21565016781896418,0.1597379559546441,-0.5695616560225697,0.6004796233298851,-0.0022750435463281212,0.01805744602470065,-0.09040358362415571,-0.11742276897858632,0.29169115693223724
2006-11-01,0.0026081863269308823,-0.0005618716595934548,-0.0613626555385607,0.10407190443733186,1.595562612300304,0.0003633680759580223,0.026151769411343416,0.03098987371370463,-0.5992084012322959,0.6102681191289399,0.001654775373065977,0.31091796508958275,0.06892288932433104,0.5217763542256901,1.1601608961295133,-0.0004917303562520803,0.25310767592539446,0.06582349946928057,-0.16144009823487365,0.18248719171702776,0.00026200248952405145,-0.1027963671264235,0.029658559550175836,-0.1199714790228985,0.12250081799958831,0.0003307846226717756,-0.2135056910235077,-0.2393364677339284,0.1780084076524367,0.8804117426163426,-0.0029749323794011767,-0.09004329230530117,0.3094981741626645,-0.31194946150897757,0.18994407508663141,0.0005540149404824828,-0.23003261002878866,0.15733785512685652,-0.5646497506146724,0.6142384855801032,-0.002300815335085176,0.022056771250776513,-0.08995948952495209,-0.11560469476072736,0.2872715676563252
2006-11-02,0.0029925557487062177,-0.01586815233326691,-0.06436626605745242,0.09263053240776088,1.5972362145235084,0.00033128792229215453,0.031029305779870786,0.02226682035413511,-0.6015607164854435,0.6123716341582781,0.0015770473213439153,0.31809599767552404,0.06034409422320354,0.5202130901845271,1.1606955368495393,-0.00037573907802780914,0.2469683538249814,0.06640212138605896,-0.1623582346791251,0.18655839127415902,-0.0001996028711123265,-0.08287050321137379,0.06898549590042241,-0.12234651699385853,0.05441445959208442,0.00044446803807307345,-0.20924752788126488,-0.26672646036426484,0.16876592605552898,0.8946801448641486,-0.0032080024964449227,-0.07163786591569135,0.29151584297425975,-0.3141158325681164,0.18934448210444732,0.0006898614051713074,-0.24210845650785454,0.16924601383364937,-0.5616086898842395,0.6171957504990928,-0.002416850007530404,0.03132865950977194,-0.09836019492551046,-0.11711907648839986,0.2855311357667945
2006-11-03,0.002962574824050896,0.0019009144459266616,-0.07043466332596082,0.035832164957411254,1.5803201608487896,0.0003972030093748686,0.035146705699178486,0.026984940048699373,-0.5965768148964239,0.6074766285517623,0.0014113627197245861,0.308129467777367,0.04816594449016928,0.5101506062950912,1.1759370455675993,-0.0002359125814554411,0.2613181798169744,0.07424597536774481,-0.17009609081627042,0.1746905968124911,8.36268572792522e-08,-0.08637126943278901,0.08781338417591303,-0.06330411215087067,0.04925989620813,0.0006901934116917239,-0.19959767227035283,-0.2474892017850906,0.20209029238413637,0.879805787189211,-0.0033735604124380024,-0.07702991905730652,0.278791548205314,-0.3394298678660288,0.19773686537742644,0.0007512507624538489,-0.24093747017878653,0.1743536145686878,-0.5494349396098502,0.6144638927565552,-0.0021788693416961878,0.05103079988571722,-0.08283731013698287,-0.11498568501457657,0.26465526628211417
2006-11-06,0.0031314191902157658,-0.007619399184099235,-0.09061095150095892,0.0336087882273232,1.6104610286212637,0.00032281600806010913,0.02176981092179553,0.024658337778742344,-0.6079743786682336,0.6021674532839963,0.0013032330721392277,0.26684439896190537,0.031248013948539915,0.4731475068326255,1.169880667204818,-0.0002172673726114121,0.2864408617440684,0.08884836491873473,-0.14898170637358385,0.17143439417222467,-0.00011994858183420076,-0.04394136680077702,0.12375896250157413,-0.025405586904209715,0.0350533622202835,0.0007904861064042542,-0.19563915498531026,-0.2532159597390943,0.20587905828454894,0.8891622620400008,-0.003306170112357902,-0.03184421300202473,0.30222048878507934,-0.3021479229163091,0.19373378990385864,0.0005432845826377742,-0.2483306228766378,0.18594912921688703,-0.5553309690017436,0.5966702759927459,-0.001990194173520718,0.09759458897908167,-0.0684775917121093,-0.07651956036993843,0.2718142211077126
2006-11-07,0.0032458830259978434,-0.00570811454245955,-0.104454431564883,-0.00345668564654179,1.6147995958272954,0.0002340343597582925,0.018166468559379832,0.03565736915577055,-0.5838925260849025,0.6038227504343828,0.001238187836904942,0.2624322538871723,0.038798685626864435,0.487995361712722,1.1776131517408583,-9.110388409572107e-05,0.2935132324208404,0.0728486199621068,-0.1768437613317737,0.16521362779193913,-1.3326092940390926e-05,-0.0415695593696862,0.11037300686438868,-0.05888680363277877,0.03783963372865996,0.0007855783708466311,-0.19769525252843045,-0.25295807010956034,0.20335747632294443,0.8943784564825372,-0.003117637910326061,-0.023634196101608877,0.2787963170566284,-0.3513663479391014,0.1892972388378871,0.0005625160779109994,-0.24739705448088814,0.18356660862684407,-0.560243468581253,0.5959635542221595,-0.002135581778833138,0.10063482829483714,-0.04782060778063367,-0.018003594323255545,0.24819200701233182
